time	nose_x	nose_y	r_shoulder_x	r_shoulder_y	l_shoulder_x	l_shooulder_t	cursor_x	cursor_y	block	repetition	target	trial	state	comeback	is_blind	at_home	count_mouse	score
1066.955694001168	0.5471616983413696	0.5937916040420532	0.3070095479488373	0.9150327444076538	0.7821455001831055	0.9096865057945251	685.617656611636	52.86176918997488	1	1	0	1	0	1	0	1	0	0
1100.0628910027444	0.5526450276374817	0.5974462032318115	0.310055673122406	0.9150969386100769	0.7833865880966187	0.9147862792015076	683.00234052532	54.51473699150329	1	1	0	1	0	1	0	1	0	0
1133.181687001139	0.5526450276374817	0.5974462032318115	0.310055673122406	0.9150969386100769	0.7833865880966187	0.9147862792015076	686.9328849310867	54.43758323530152	1	1	0	1	0	1	0	1	0	0
1166.3318460024893	0.5526450276374817	0.5974462032318115	0.310055673122406	0.9150969386100769	0.7833865880966187	0.9147862792015076	693.1090314777487	52.54138877813396	1	1	0	1	0	1	0	1	0	0
1199.509132001549	0.5526450276374817	0.5974462032318115	0.310055673122406	0.9150969386100769	0.7833865880966187	0.9147862792015076	703.577646707619	48.318077959142684	1	1	0	1	0	1	0	1	0	0
1232.5830070003867	0.5539502501487732	0.598714292049408	0.3110060691833496	0.909476101398468	0.7817394137382507	0.9039083123207092	708.6338805919472	46.17740588884387	1	1	0	1	0	1	0	1	0	0
1265.6622599996626	0.5539502501487732	0.598714292049408	0.3110060691833496	0.909476101398468	0.7817394137382507	0.9039083123207092	707.5127673072838	48.14437827612322	1	1	0	1	0	1	0	1	0	0
1298.822484999895	0.5539502501487732	0.598714292049408	0.3110060691833496	0.909476101398468	0.7817394137382507	0.9039083123207092	698.5222157171452	55.668317716829684	1	1	0	1	0	1	0	1	0	0
1331.9254270009696	0.5552111268043518	0.5993881225585938	0.3140884041786194	0.907268762588501	0.7827357649803162	0.9065422415733337	683.877497785766	67.24116648872902	1	1	0	1	0	1	0	1	0	0
1365.0055250003934	0.5552111268043518	0.5993881225585938	0.3140884041786194	0.907268762588501	0.7827357649803162	0.9065422415733337	668.0088491440986	80.51652504387245	1	1	0	1	0	1	0	1	0	0
1398.093940999359	0.5552111268043518	0.5993881225585938	0.3140884041786194	0.907268762588501	0.7827357649803162	0.9065422415733337	651.1074714427873	99.25967649979762	1	1	0	1	0	1	0	1	0	0
1431.2004970014095	0.5552111268043518	0.5993881225585938	0.3140884041786194	0.907268762588501	0.7827357649803162	0.9065422415733337	646.4657800549113	108.88119722244329	1	1	0	1	0	1	0	1	0	0
1464.237119000405	0.5500401854515076	0.5983012914657593	0.3156122863292694	0.9104360938072205	0.7830239534378052	0.9122880697250366	647.7627716557424	117.23816046352863	1	1	0	1	0	1	0	1	0	0
1497.3144910000265	0.5500401854515076	0.5983012914657593	0.3156122863292694	0.9104360938072205	0.7830239534378052	0.9122880697250366	652.899763466733	117.04211933005138	1	1	0	1	0	1	0	1	0	0
1530.3947429992259	0.5500401854515076	0.5983012914657593	0.3156122863292694	0.9104360938072205	0.7830239534378052	0.9122880697250366	660.2579016240177	111.87776072262551	1	1	0	1	0	1	0	1	0	0
1563.4722450003028	0.5505754351615906	0.5955514907836914	0.31303632259368896	0.9109159111976624	0.7812595963478088	0.9066627025604248	668.2335943477067	103.4668359644731	1	1	0	1	0	1	0	1	0	0
1596.5499820001423	0.5505754351615906	0.5955514907836914	0.31303632259368896	0.9109159111976624	0.7812595963478088	0.9066627025604248	674.6857774664848	94.50700742947853	1	1	0	1	0	1	0	1	0	0
1629.634617999196	0.5505754351615906	0.5955514907836914	0.31303632259368896	0.9109159111976624	0.7812595963478088	0.9066627025604248	677.7028377460601	85.27332866385295	1	1	0	1	0	1	0	1	0	0
1662.9321519993246	0.5505754351615906	0.5955514907836914	0.31303632259368896	0.9109159111976624	0.7812595963478088	0.9066627025604248	673.5429080670497	82.8549732298906	1	1	0	1	0	1	0	1	0	0
